idx,Unnamed: 0,id,CODE_CULTU,path,meanCLD,sequencelength,classid,classname,region
41399,41399,6059793,PPH,csv/frh04/6059793.csv,614.4,50,7,permanent meadows,belle-ile
41455,41455,6059866,PPH,csv/frh04/6059866.csv,593.92,50,7,permanent meadows,belle-ile
41456,41456,6059867,PPH,csv/frh04/6059867.csv,593.92,50,7,permanent meadows,belle-ile
41457,41457,6059868,PPH,csv/frh04/6059868.csv,593.92,50,7,permanent meadows,belle-ile
41475,41475,6059865,PPH,csv/frh04/6059865.csv,614.4,50,7,permanent meadows,belle-ile
41476,41476,6059872,PPH,csv/frh04/6059872.csv,573.923985522674,50,7,permanent meadows,belle-ile
41477,41477,6059873,PPH,csv/frh04/6059873.csv,743.6190476190477,84,7,permanent meadows,belle-ile
41478,41478,6059874,PPH,csv/frh04/6059874.csv,593.92,50,7,permanent meadows,belle-ile
41479,41479,6059875,PPH,csv/frh04/6059875.csv,573.44,50,7,permanent meadows,belle-ile
41481,41481,6059877,PPH,csv/frh04/6059877.csv,602.6204689655173,50,7,permanent meadows,belle-ile
41482,41482,6059878,PPH,csv/frh04/6059878.csv,583.5422982885086,50,7,permanent meadows,belle-ile
41483,41483,6059879,PPH,csv/frh04/6059879.csv,615.5478272041112,50,7,permanent meadows,belle-ile
41484,41484,6059880,PPH,csv/frh04/6059880.csv,660.9100993397965,101,7,permanent meadows,belle-ile
41485,41485,6059881,PPH,csv/frh04/6059881.csv,679.2871287128712,101,7,permanent meadows,belle-ile
41486,41486,6059882,PPH,csv/frh04/6059882.csv,677.396938936371,101,7,permanent meadows,belle-ile
41487,41487,6059883,PPH,csv/frh04/6059883.csv,676.9467640737157,101,7,permanent meadows,belle-ile
41488,41488,6059884,PPH,csv/frh04/6059884.csv,679.2871287128712,101,7,permanent meadows,belle-ile
41489,41489,6059885,PPH,csv/frh04/6059885.csv,681.3890154799593,101,7,permanent meadows,belle-ile
41490,41490,6059886,PPH,csv/frh04/6059886.csv,634.8784461894464,101,7,permanent meadows,belle-ile
41491,41491,6059887,PPH,csv/frh04/6059887.csv,658.828394343127,101,7,permanent meadows,belle-ile
41492,41492,6059888,PPH,csv/frh04/6059888.csv,738.6828294996801,101,7,permanent meadows,belle-ile
41493,41493,6059889,PPH,csv/frh04/6059889.csv,736.742532488074,90,7,permanent meadows,belle-ile
41494,41494,6059890,PPH,csv/frh04/6059890.csv,652.8125211413109,101,7,permanent meadows,belle-ile
41495,41495,6059891,PPH,csv/frh04/6059891.csv,738.2178217821782,101,7,permanent meadows,belle-ile
41562,41562,6059959,PRL,csv/frh04/6059959.csv,685.87363885596,97,7,permanent meadows,belle-ile
41563,41563,6059960,PPH,csv/frh04/6059960.csv,648.8712871287129,101,7,permanent meadows,belle-ile
41564,41564,6059961,PPH,csv/frh04/6059961.csv,664.7282994195374,101,7,permanent meadows,belle-ile
41565,41565,6059962,PPH,csv/frh04/6059962.csv,649.9812669526061,101,7,permanent meadows,belle-ile
41566,41566,6059963,PPH,csv/frh04/6059963.csv,672.845239236431,101,7,permanent meadows,belle-ile
41567,41567,6059964,PPH,csv/frh04/6059964.csv,664.1763388017632,101,7,permanent meadows,belle-ile
41568,41568,6059965,PTR,csv/frh04/6059965.csv,679.2871287128712,101,8,temporary meadows,belle-ile
41569,41569,6059966,PPH,csv/frh04/6059966.csv,645.5816808571614,101,7,permanent meadows,belle-ile
41570,41570,6059967,PTR,csv/frh04/6059967.csv,693.6774193548387,62,8,temporary meadows,belle-ile
54553,54553,6075475,ORP,csv/frh04/6075475.csv,650.4195031344323,50,0,barley,belle-ile
54604,54604,6075476,MIE,csv/frh04/6075476.csv,625.7106702412867,50,3,corn,belle-ile
56389,56389,6075128,PTR,csv/frh04/6075128.csv,651.1267999875595,55,8,temporary meadows,belle-ile
56553,56553,6075299,PTR,csv/frh04/6075299.csv,655.36,50,8,temporary meadows,belle-ile
56554,56554,6075300,PTR,csv/frh04/6075300.csv,648.4044726224785,50,8,temporary meadows,belle-ile
56555,56555,6075301,PRL,csv/frh04/6075301.csv,611.9382790574532,50,7,permanent meadows,belle-ile
56556,56556,6075302,PTR,csv/frh04/6075302.csv,614.4,50,8,temporary meadows,belle-ile
56600,56600,6075374,MIE,csv/frh04/6075374.csv,664.4761773348665,50,3,corn,belle-ile
56601,56601,6075375,PTR,csv/frh04/6075375.csv,675.84,50,8,temporary meadows,belle-ile
56614,56614,6075376,PRL,csv/frh04/6075376.csv,682.6666666666665,51,7,permanent meadows,belle-ile
56615,56615,6075377,PRL,csv/frh04/6075377.csv,672.7528921760035,51,7,permanent meadows,belle-ile
56616,56616,6075378,PTR,csv/frh04/6075378.csv,682.6666666666665,54,8,temporary meadows,belle-ile
56622,56622,6075367,MIE,csv/frh04/6075367.csv,614.4,50,3,corn,belle-ile
56623,56623,6075368,PRL,csv/frh04/6075368.csv,614.4,50,7,permanent meadows,belle-ile
56624,56624,6075369,PTR,csv/frh04/6075369.csv,614.1882068292682,50,8,temporary meadows,belle-ile
56625,56625,6075370,PTR,csv/frh04/6075370.csv,619.7350517836594,50,8,temporary meadows,belle-ile
56626,56626,6075371,PRL,csv/frh04/6075371.csv,675.84,50,7,permanent meadows,belle-ile
56627,56627,6075372,PRL,csv/frh04/6075372.csv,675.84,50,7,permanent meadows,belle-ile
56628,56628,6075373,PRL,csv/frh04/6075373.csv,675.84,50,7,permanent meadows,belle-ile
56629,56629,6075379,PRL,csv/frh04/6075379.csv,602.3529411764706,51,7,permanent meadows,belle-ile
56630,56630,6075380,PTR,csv/frh04/6075380.csv,593.92,50,8,temporary meadows,belle-ile
56634,56634,6075384,PRL,csv/frh04/6075384.csv,652.9800148038489,50,7,permanent meadows,belle-ile
56635,56635,6075385,PTR,csv/frh04/6075385.csv,655.36,50,8,temporary meadows,belle-ile
56636,56636,6075386,PTR,csv/frh04/6075386.csv,655.36,50,8,temporary meadows,belle-ile
56637,56637,6075387,PTR,csv/frh04/6075387.csv,655.36,50,8,temporary meadows,belle-ile
56638,56638,6075388,PTR,csv/frh04/6075388.csv,655.36,50,8,temporary meadows,belle-ile
56641,56641,6075391,MIE,csv/frh04/6075391.csv,671.5387472365511,50,3,corn,belle-ile
56642,56642,6075392,PTR,csv/frh04/6075392.csv,629.9317724982002,50,8,temporary meadows,belle-ile
56643,56643,6075393,PTR,csv/frh04/6075393.csv,652.6122951994269,50,8,temporary meadows,belle-ile
56644,56644,6075394,PTR,csv/frh04/6075394.csv,602.3529411764706,51,8,temporary meadows,belle-ile
56645,56645,6075395,PTR,csv/frh04/6075395.csv,602.3529411764706,51,8,temporary meadows,belle-ile
56722,56722,6075477,PTR,csv/frh04/6075477.csv,655.36,50,8,temporary meadows,belle-ile
56724,56724,6075479,PRL,csv/frh04/6075479.csv,655.36,50,7,permanent meadows,belle-ile
56725,56725,6075480,PTR,csv/frh04/6075480.csv,630.2846405942756,50,8,temporary meadows,belle-ile
56726,56726,6075481,PTR,csv/frh04/6075481.csv,643.5031578947368,50,8,temporary meadows,belle-ile
56727,56727,6075482,PRL,csv/frh04/6075482.csv,614.4,50,7,permanent meadows,belle-ile
56729,56729,6075484,MIE,csv/frh04/6075484.csv,632.217456078707,50,3,corn,belle-ile
56730,56730,6075485,PTR,csv/frh04/6075485.csv,652.413010136624,50,8,temporary meadows,belle-ile
56731,56731,6075486,PRL,csv/frh04/6075486.csv,619.8782639503985,50,7,permanent meadows,belle-ile
56732,56732,6075487,PRL,csv/frh04/6075487.csv,637.6743350604489,50,7,permanent meadows,belle-ile
56735,56735,6075490,PTR,csv/frh04/6075490.csv,614.613626776708,50,8,temporary meadows,belle-ile
56736,56736,6075491,PRL,csv/frh04/6075491.csv,614.4,50,7,permanent meadows,belle-ile
56737,56737,6075492,PTR,csv/frh04/6075492.csv,614.4,50,8,temporary meadows,belle-ile
57809,57809,6076591,PRL,csv/frh04/6076591.csv,644.7407407407408,54,7,permanent meadows,belle-ile
57815,57815,6076598,PRL,csv/frh04/6076598.csv,641.7922468659593,50,7,permanent meadows,belle-ile
57816,57816,6076599,PTR,csv/frh04/6076599.csv,654.0577667493798,50,8,temporary meadows,belle-ile
57817,57817,6076600,CZP,csv/frh04/6076600.csv,637.9721961620469,50,2,rapeseed,belle-ile
57818,57818,6076601,ORP,csv/frh04/6076601.csv,636.6395492957746,50,0,barley,belle-ile
57914,57914,6076698,ORP,csv/frh04/6076698.csv,638.3318853171155,50,0,barley,belle-ile
57915,57915,6076699,ORP,csv/frh04/6076699.csv,648.5274110794397,50,0,barley,belle-ile
57916,57916,6076700,ORP,csv/frh04/6076700.csv,635.6605273459987,50,0,barley,belle-ile
57917,57917,6076701,ORP,csv/frh04/6076701.csv,634.9247527997816,50,0,barley,belle-ile
58132,58132,6077385,PTR,csv/frh04/6077385.csv,669.1485148514852,101,8,temporary meadows,belle-ile
58512,58512,6077299,PTR,csv/frh04/6077299.csv,675.9614050577032,101,8,temporary meadows,belle-ile
58513,58513,6077300,PTR,csv/frh04/6077300.csv,671.584047790254,101,8,temporary meadows,belle-ile
58514,58514,6077301,PTR,csv/frh04/6077301.csv,659.009900990099,101,8,temporary meadows,belle-ile
58588,58588,6077378,PTR,csv/frh04/6077378.csv,656.0756668608037,101,8,temporary meadows,belle-ile
58591,58591,6077381,PTR,csv/frh04/6077381.csv,671.0517664186119,101,8,temporary meadows,belle-ile
58592,58592,6077382,PTR,csv/frh04/6077382.csv,681.0933187806969,101,8,temporary meadows,belle-ile
61822,61822,6080653,PRL,csv/frh04/6080653.csv,659.009900990099,101,7,permanent meadows,belle-ile
61824,61824,6080655,PRL,csv/frh04/6080655.csv,653.161931943566,101,7,permanent meadows,belle-ile
61825,61825,6080656,RGA,csv/frh04/6080656.csv,659.009900990099,101,8,temporary meadows,belle-ile
61826,61826,6080657,PRL,csv/frh04/6080657.csv,657.705719540059,101,7,permanent meadows,belle-ile
61828,61828,6080659,MIE,csv/frh04/6080659.csv,656.4838342780997,101,3,corn,belle-ile
61829,61829,6080660,MIE,csv/frh04/6080660.csv,659.009900990099,101,3,corn,belle-ile
61831,61831,6080662,RGA,csv/frh04/6080662.csv,656.8872903258391,101,8,temporary meadows,belle-ile
61834,61834,6080665,ORP,csv/frh04/6080665.csv,659.009900990099,101,0,barley,belle-ile
61836,61836,6080667,PRL,csv/frh04/6080667.csv,659.009900990099,101,7,permanent meadows,belle-ile
61837,61837,6080668,PPH,csv/frh04/6080668.csv,659.2443198077034,101,7,permanent meadows,belle-ile
61838,61838,6080669,MIE,csv/frh04/6080669.csv,679.2871287128712,101,3,corn,belle-ile
61842,61842,6080673,RGA,csv/frh04/6080673.csv,659.009900990099,101,8,temporary meadows,belle-ile
61844,61844,6080675,RGA,csv/frh04/6080675.csv,638.7326732673267,101,8,temporary meadows,belle-ile
61846,61846,6080677,MIE,csv/frh04/6080677.csv,646.7720741304901,101,3,corn,belle-ile
61911,61911,6080742,PRL,csv/frh04/6080742.csv,639.1867652470487,101,7,permanent meadows,belle-ile
61912,61912,6080743,RGA,csv/frh04/6080743.csv,660.0561740974994,101,8,temporary meadows,belle-ile
61913,61913,6080744,RGA,csv/frh04/6080744.csv,650.0669716094418,101,8,temporary meadows,belle-ile
61914,61914,6080745,MIE,csv/frh04/6080745.csv,648.7134876911816,101,3,corn,belle-ile
61915,61915,6080746,RGA,csv/frh04/6080746.csv,627.9021223861516,101,8,temporary meadows,belle-ile
61917,61917,6080748,PRL,csv/frh04/6080748.csv,659.6150962881396,101,7,permanent meadows,belle-ile
62015,62015,6080847,PRL,csv/frh04/6080847.csv,679.2871287128712,101,7,permanent meadows,belle-ile
62016,62016,6080848,RGA,csv/frh04/6080848.csv,670.3268780908392,101,8,temporary meadows,belle-ile
62017,62017,6080849,ORP,csv/frh04/6080849.csv,659.009900990099,101,0,barley,belle-ile
62018,62018,6080850,RGA,csv/frh04/6080850.csv,651.5263554841916,101,8,temporary meadows,belle-ile
62020,62020,6080852,PPH,csv/frh04/6080852.csv,669.1485148514852,101,7,permanent meadows,belle-ile
62021,62021,6080853,PRL,csv/frh04/6080853.csv,679.2871287128712,101,7,permanent meadows,belle-ile
62022,62022,6080854,RGA,csv/frh04/6080854.csv,648.8712871287129,101,8,temporary meadows,belle-ile
62023,62023,6080855,ORP,csv/frh04/6080855.csv,648.8712871287129,101,0,barley,belle-ile
62025,62025,6080857,RGA,csv/frh04/6080857.csv,653.786406573618,101,8,temporary meadows,belle-ile
62026,62026,6080858,RGA,csv/frh04/6080858.csv,659.009900990099,101,8,temporary meadows,belle-ile
62027,62027,6080859,MIE,csv/frh04/6080859.csv,638.8495117000745,101,3,corn,belle-ile
62028,62028,6080860,RGA,csv/frh04/6080860.csv,648.8712871287129,101,8,temporary meadows,belle-ile
66351,66351,6085247,PRL,csv/frh04/6085247.csv,674.3027525789228,101,7,permanent meadows,belle-ile
66352,66352,6085248,ORP,csv/frh04/6085248.csv,672.9439576234705,101,0,barley,belle-ile
66367,66367,6085263,PRL,csv/frh04/6085263.csv,653.4204226392789,101,7,permanent meadows,belle-ile
66372,66372,6085268,PRL,csv/frh04/6085268.csv,670.5530762532278,101,7,permanent meadows,belle-ile
66442,66442,6085340,PTR,csv/frh04/6085340.csv,664.5339129509706,101,8,temporary meadows,belle-ile
66443,66443,6085341,PTR,csv/frh04/6085341.csv,637.2980842380948,101,8,temporary meadows,belle-ile
66444,66444,6085342,PTR,csv/frh04/6085342.csv,679.2871287128712,101,8,temporary meadows,belle-ile
66445,66445,6085343,PRL,csv/frh04/6085343.csv,679.2871287128712,101,7,permanent meadows,belle-ile
66446,66446,6085344,PTR,csv/frh04/6085344.csv,679.2871287128712,101,8,temporary meadows,belle-ile
66447,66447,6085345,PRL,csv/frh04/6085345.csv,660.6078768550152,101,7,permanent meadows,belle-ile
66448,66448,6085346,PTR,csv/frh04/6085346.csv,688.8317203939714,101,8,temporary meadows,belle-ile
66449,66449,6085347,PRL,csv/frh04/6085347.csv,679.2871287128712,101,7,permanent meadows,belle-ile
66450,66450,6085348,PRL,csv/frh04/6085348.csv,662.0476879148589,101,7,permanent meadows,belle-ile
66454,66454,6085352,PTR,csv/frh04/6085352.csv,669.2568406089358,101,8,temporary meadows,belle-ile
66455,66455,6085353,PRL,csv/frh04/6085353.csv,674.1181982143793,101,7,permanent meadows,belle-ile
66456,66456,6085354,ORP,csv/frh04/6085354.csv,667.7726996481646,101,0,barley,belle-ile
66457,66457,6085355,PRL,csv/frh04/6085355.csv,659.8288232686308,101,7,permanent meadows,belle-ile
66458,66458,6085356,PRL,csv/frh04/6085356.csv,679.2679381507297,101,7,permanent meadows,belle-ile
66459,66459,6085357,PRL,csv/frh04/6085357.csv,659.009900990099,101,7,permanent meadows,belle-ile
66460,66460,6085358,PRL,csv/frh04/6085358.csv,670.4762548346122,101,7,permanent meadows,belle-ile
66461,66461,6085359,PRL,csv/frh04/6085359.csv,667.1880269305278,101,7,permanent meadows,belle-ile
66462,66462,6085360,PTR,csv/frh04/6085360.csv,666.8937517739432,101,8,temporary meadows,belle-ile
66463,66463,6085361,PTR,csv/frh04/6085361.csv,663.3452430411302,101,8,temporary meadows,belle-ile
66464,66464,6085362,PTR,csv/frh04/6085362.csv,686.6837239504885,101,8,temporary meadows,belle-ile
66465,66465,6085364,PRL,csv/frh04/6085364.csv,681.3708659263716,101,7,permanent meadows,belle-ile
66706,66706,6085626,PTR,csv/frh04/6085626.csv,668.1655638734604,101,8,temporary meadows,belle-ile
66707,66707,6085627,PRL,csv/frh04/6085627.csv,663.3512601844448,101,7,permanent meadows,belle-ile
66708,66708,6085628,PTR,csv/frh04/6085628.csv,648.2410363860248,101,8,temporary meadows,belle-ile
66709,66709,6085629,BTH,csv/frh04/6085629.csv,679.2871287128712,101,1,wheat,belle-ile
66710,66710,6085630,PTR,csv/frh04/6085630.csv,679.2871287128712,101,8,temporary meadows,belle-ile
66711,66711,6085631,BTH,csv/frh04/6085631.csv,699.5643564356436,101,1,wheat,belle-ile
66712,66712,6085632,ORP,csv/frh04/6085632.csv,730.270141012017,101,0,barley,belle-ile
67403,67403,6086377,PTR,csv/frh04/6086377.csv,697.3729680302139,101,8,temporary meadows,belle-ile
67404,67404,6086378,PRL,csv/frh04/6086378.csv,699.3580441553552,101,7,permanent meadows,belle-ile
67405,67405,6086379,PTR,csv/frh04/6086379.csv,695.3793941698027,101,8,temporary meadows,belle-ile
67478,67478,6086452,PTR,csv/frh04/6086452.csv,683.6940065619466,101,8,temporary meadows,belle-ile
67479,67479,6086453,PRL,csv/frh04/6086453.csv,689.4257425742575,101,7,permanent meadows,belle-ile
67480,67480,6086454,PTR,csv/frh04/6086454.csv,699.5643564356436,101,8,temporary meadows,belle-ile
67482,67482,6086456,PTR,csv/frh04/6086456.csv,666.3769494114998,101,8,temporary meadows,belle-ile
67483,67483,6086457,PRL,csv/frh04/6086457.csv,698.1218966117717,101,7,permanent meadows,belle-ile
67485,67485,6086459,MIE,csv/frh04/6086459.csv,663.2113727747487,101,3,corn,belle-ile
67486,67486,6086460,PTR,csv/frh04/6086460.csv,691.1661825895758,101,8,temporary meadows,belle-ile
67487,67487,6086461,PRL,csv/frh04/6086461.csv,686.8153183688669,101,7,permanent meadows,belle-ile
67489,67489,6086462,PTR,csv/frh04/6086462.csv,702.1519590651162,101,8,temporary meadows,belle-ile
67490,67490,6086463,PTR,csv/frh04/6086463.csv,669.1485148514852,101,8,temporary meadows,belle-ile
67491,67491,6086464,PTR,csv/frh04/6086464.csv,679.2871287128712,101,8,temporary meadows,belle-ile
